id,tribuneTheaterId,providerTheaterId,name,address,city,state,zip,distance,lon,lat,theaterChainName,ticketType
3196,8350,,"Regal Bowling Green 12","323 Great Escape Ave.","Bowling Green",KY,42101,30.45,-86.475996,36.968213,"Regal Cinemas",STANDARD
4010,2267,,"Great Escape Greenwood Mall 10","2625 Scottsville Road","Bowling Green",KY,42103,33.39,-86.4251,36.9501,"Regal Cinemas",STANDARD
4574,9719,,"Rocky Top 10 Cinema","1251 Interstate Drive",Crossville,TN,38555,24.72,-85.033922,35.988304,"Independent Chains",STANDARD
679,8797,,"Regal Knoxville Center Stadium 10","3051 N Mall Rd",Knoxville,TN,37924,5.71,-83.876452,36.0347,"Regal Cinemas",STANDARD
2256,6925,,"Carmike 10 Knoxville","5020 Millertown Pike",Knoxville,TN,37917,5.48,-83.872831,36.027697,"Carmike Cinemas",STANDARD
1773,2031,,"Halls Cinema","3800 Neal Road",Knoxville,TN,37918,7,-83.929523,36.070926,"Independent Chains",STANDARD
4377,9419,,"Regal Riviera Stadium 8","510 S. Gay St",Knoxville,TN,37902,1.29,-83.917877,35.964782,"Regal Cinemas",STANDARD
1485,5630,,"Regal West Town Stadium 9","7600 Kingston Pike Ste 1520",Knoxville,TN,37919,6.31,-84.037449,35.923998,"Regal Cinemas",STANDARD
652,8796,,"Regal Downtown West Cinema 8","1640 Downtown West Boulevard",Knoxville,TN,37919,7.01,-84.050421,35.9219,"Regal Cinemas",STANDARD
2869,7435,,"Carmike Wynnsong 16 Knoxville","200 N. Peters Rd.",Knoxville,TN,37923,8.57,-84.079903,35.919285,"Carmike Cinemas",STANDARD
2255,6924,,"Carmike Movies 7","175 N. Seven Oaks Dr.",Knoxville,TN,37922,9.84,-84.100353,35.911438,"Carmike Cinemas",STANDARD
2257,4785,,"Carmike Movies 2","2140 Jacksboro Hwy","La Follette",TN,37766,30.34,-84.160101,36.349932,"Carmike Cinemas",STANDARD
4000,4644,,"Regal Pinnacle Stadium 18 & IMAX","11240 Parkside Drive",Knoxville,TN,37922,13.02,-84.155837,35.899635,"Regal Cinemas",STANDARD
1581,5254,,"Cinemark Tinseltown USA 14 Oak Ridge","755 West Main St","Oak Ridge",TN,37830,17.9,-84.256103,36.011618,Cinemark,STANDARD
5176,10588,,"Capitol 3 Theatre","19552 Alberta St.",Oneida,TN,37841,31.18,-84.510002,36.512299,"Phoenix Theatres",STANDARD
4075,2163,,"Tri County Cineplex","1871 Cumberland Falls Hwy.",Corbin,KY,40702,25.28,-84.125359,36.917297,"Independent Chains",STANDARD
6091,11505,,"Harbor Springs Lyric Theatre","275 East Main Street","Harbor Springs",MI,49740,24.75,-84.625064,37.035033,"Independent Chains",STANDARD
6106,11520,,"ShowPlace Family Cinemas","4150 S Hwy 27",Somerset,KY,42501,24.75,-84.625064,37.035033,"Independent Chains",STANDARD
4695,9905,,"Somerset Cinemas 8","100 Mercury Blvd",Somerset,KY,42503,24.5,-84.606,37.116,"Independent Chains",STANDARD
974,6531,,"Malco Wolfchase Galleria","2766 N. Germantown Pkwy.",Memphis,TN,38133,28.5,-89.790552,35.201097,"Malco Theatre",STANDARD
970,4099,,"Malco Stage Cinema 13","7930 Stage Rd.",Bartlett,TN,38134,27.91,-89.798417,35.207302,"Malco Theatre",STANDARD
3459,3109,,"Malco Cordova Cinema","1080 N. Germantown Parkway",Cordova,TN,38018,31.29,-89.792773,35.154584,"Malco Theatre",STANDARD
888,2414,,"Hollywood 20 Cinema","6711 Stage Rd.",Bartlett,TN,38134,27.09,-89.839505,35.203636,"Independent Chains",STANDARD
887,7950,,"Malco Bartlett Cinema 10","2809 Bartlett Blvd.",Memphis,TN,38134,26.59,-89.866083,35.202184,"Malco Theatre",STANDARD
2006,6488,,"Malco Collierville Towne Cinema 16","380 Market Blvd.",Collierville,TN,38017,31.02,-89.69263,35.05043,"Malco Theatre",STANDARD
890,8814,,"Malco Forest Hill","3180 Village Shops Dr.",Germantown,TN,38138,34.9,-89.758333,35.063692,"Malco Theatre",STANDARD
978,2289,,"Palace Cinema 12","5117 Old Summer Road",Memphis,TN,38122,29.62,-89.890005,35.149205,"Independent Chains",STANDARD
976,6586,,"Malco Ridgeway 4","5853 Ridgeway Ctr. Pkwy.",Memphis,TN,38120,33,-89.866748,35.103832,"Malco Theatre",STANDARD
3615,6354,,"Malco Paradiso","584 South Mendenhall",Memphis,TN,38117,31.82,-89.894172,35.115088,"Malco Theatre",STANDARD
1154,6953,,"Malco Majestic 20 Theatre","7051 Malco Crossing",Memphis,TN,38115,32.71,-89.82778,35.045865,"Malco Theatre",STANDARD
3005,4132,,"Malco Studio on the Square","2105 Court St.",Memphis,TN,38104,29.3,-89.991123,35.137762,"Malco Theatre",STANDARD
5427,10866,,"Malco Olive Branch","6430 Goodman Rd.","Olive Branch",MS,38654,22.13,-89.8764,34.9622,"Malco Theatre",STANDARD
2504,7052,,"Malco DeSoto Cinema 16","7130 Malco Blvd.",Southaven,MS,38671,31.66,-89.987175,34.965214,"Malco Theatre",STANDARD
4228,1650,,"Plaza Theatre - Humboldt","1408 E. Main Street",Humboldt,TN,38343,30.75,-88.916716,35.819786,"Independent Chains",STANDARD
2552,2375,,"Hollywood Cinema 16","575 Vann Drive",Jackson,TN,38305,29.73,-88.845009,35.668769,"Independent Chains",STANDARD
654,4148,,"Jackson Cinema 10","71 Conrad Drive",Jackson,TN,38305,30.74,-88.849322,35.644171,"Independent Chains",STANDARD
4961,10321,,"Cinema Planet 10","231 Kenworth Blvd",Jackson,TN,38305,26.44,-88.7867,35.6821,"Independent Chains",STANDARD
4871,10169,,"Ritz 3 Cinema","1109 S. Main",Milan,TN,38358,22.16,-88.759014,35.919403,"Independent Chains",STANDARD
2822,8969,,"Carmike 9 Dyersburg","528 Green Village Shopping Center",Dyersburg,TN,38024,25.61,-89.383202,36.0476,"Carmike Cinemas",STANDARD
1469,6110,,"Blytheville Cinema 3","301 North Service Rd.",Blytheville,AR,72315,32.55,-89.876651,35.927826,"Independent Chains",STANDARD
3476,1966,,"Hollywood Showcase","1800 W. Reelfoot Ave.","Union City",TN,38261,23.33,-89.080753,36.408765,"Independent Chains",STANDARD
5578,11026,,"Kennett Palace","224 First Street",Kennett,MO,63857,13.22,-90.054576,36.236826,"Independent Chains",STANDARD
4054,3030,,"Cine 6 Theatres","Hwy 22 University Plaza",Martin,TN,38237,32.99,-88.848999,36.3507,"Independent Chains",STANDARD
5629,11092,,"Princess Theatres","1102 Paris Rd.",Mayfield,KY,42066,32.21,-88.628349,36.725594,"Independent Chains",STANDARD
1342,7798,,"Cinemark Movies 8 Tupelo","1001 Barnes Crossing Rd.",Tupelo,MS,38804,8.17,-88.701103,34.307995,Cinemark,STANDARD
1474,4091,,"Tupelo Commons","3088 Tupelo Commons Ave.",Tupelo,MS,38804,7.62,-88.705131,34.300138,"Malco Theatre",STANDARD
5426,10865,,"Oxford Commons","206 Commonweath Blvd.",Oxford,MS,38655,31.68,-89.497238,34.374793,"Malco Theatre",STANDARD
3616,3112,,"Oxford Studio Cinema","1111 Jackson Avenue West",Oxford,MS,38655,33.35,-89.547522,34.370824,"Malco Theatre",STANDARD
2062,1147,,"Plaza Theatre - Yazoo City","K Mart Plaza","Yazoo City",MS,39194,18.89,-90.412697,32.844299,"Independent Chains",STANDARD
4841,10119,,"Fiske Theatre","306 E. Main St.","Oak Grove",LA,71263,26.46,-91.387585,32.861017,"Independent Chains",STANDARD
4167,2400,,"Malco Grandview","221 Grandview Blvd.",Madison,MS,39110,10.54,-90.137812,32.463155,"Malco Theatre",STANDARD
1576,4681,,"United Artists Northpark Stadium 14","250 Ring Road",Ridgeland,MS,39157,7.19,-90.129497,32.405402,"United Artists",STANDARD
1575,4679,,"United Artists Clinton Center 10","201 Clinton Center Drive",Clinton,MS,39056,7.61,-90.330191,32.326272,"United Artists",STANDARD
1577,4680,,"United Artists Parkway Place Stadium 10","1075 Parkway Boulevard",Flowood,MS,39232,6.49,-90.090749,32.337418,"United Artists",STANDARD
1412,4189,,"Cinemark Tinseltown Pearl","411 Riverwind Drive",Pearl,MS,39208,5,-90.140644,32.26785,Cinemark,STANDARD
3534,2050,,"Canal Place Cinema 7","200 Canal Pl.",Philadelphia,MS,39350,13.51,-89.14008868,32.76385687,"Independent Chains",STANDARD
4641,9830,,"Pemberton Square 4","3505 Pemberton Square Bld Suite E",Vicksburg,MS,39180,32.22,-90.885215,32.309625,"Independent Chains",STANDARD
5793,11233,,"B&B Vicksburg Mall 6","3505 Pemberton Square Blvd. Suite E",Vicksburg,MS,39180,32.23,-90.8855,32.3093,"B&B Theatres",STANDARD
2271,8737,,"United Artists Natchez Mall 4","350 John R. Junkin Drive",Natchez,MS,39120,25.17,-91.404115,31.541816,"United Artists",STANDARD
2272,4678,,"United Artists Westbrook 4","454 Brookway Blvd",Brookhaven,MS,39601,23.34,-90.448825,31.580716,"United Artists",STANDARD
1688,5715,,"United Artists Sawmill Cinema 5","910 Sawmill Road",Laurel,MS,39440,30.72,-89.136254,31.691569,"United Artists",STANDARD
3564,2129,,"Hollywood Premier Cinema","101 Hollywood Blvd.",Starkville,MS,39759,25.7,-88.8211,33.4538,"Independent Chains",STANDARD
4106,5091,,"The Grand 18 - Hattiesburg","100 Grand Drive",Hattiesburg,MS,39401,12.45,-89.350122,31.331217,"Southern Theatres",STANDARD
5184,10598,,"Marion Theater - Columbia","604 Courthouse Square",Columbia,MS,39429,32.59,-89.834548,31.25122,"Independent Chains",STANDARD
6094,11508,,"Geneva Theater","244 Broad Street","Lake Geneva",WI,53147,28.22,-89.651566,30.544446,"Independent Chains",STANDARD
5970,11406,,"Picayune Cinema 4","997 Cooper Road",Picayune,MS,39466,28.22,-89.651566,30.544446,"Independent Chains",STANDARD
4305,5093,,"The Grand 16 - Slidell","1950 Gause Blvd. West",Slidell,LA,70460,16.81,-89.809956,30.300288,"Southern Theatres",STANDARD
2796,4188,,"Cinemark 16 Gulfport","15171 Community Road",Gulfport,MS,39503,33.27,-89.09027,30.441053,Cinemark,STANDARD
5509,10976,,"Movie Tavern Northshore","201 N. Highway 190",Covington,LA,70433,4.37,-90.085632,30.433119,"Movie Tavern",STANDARD
4021,5094,,"The Grand 18 - D'Iberville","11470 Cinema Drive",Diberville,MS,39540,21.79,-88.888641,30.455308,"Southern Theatres",STANDARD
1377,5225,,"Tinseltown Louisville","4400 Towne Center Drive",Louisville,KY,40241,23.26,-85.5652,38.3095,Cinemark,STANDARD
5768,11213,,"Xscape Theatres Blankenbaker 14","12450 Sycamore Station Place",Louisville,KY,40299,28.85,-85.5282,38.222,"Independent Chains",STANDARD
5325,10762,,"Cinemark Mall St. Matthews","5000 Shelbyville Road",Louisville,KY,40207,24.96,-85.624,38.2501,Cinemark,STANDARD
5388,10825,,"Carmike Stonybrook 20","2745 S. Hurstborne Parkway",Louisville,KY,40220,27.99,-85.5967,38.2112,"Carmike Cinemas",STANDARD
3845,2139,,"Regal Shelbyville 8","250 Brighton Circle",Shelbyville,KY,40065,31.27,-85.277209,38.19133,"Regal Cinemas",STANDARD
1287,3081,,"Apex Village 8","4014 Dutchman Lane",Louisville,KY,40207,25.92,-85.633231,38.232905,"Independent Chains",STANDARD
4268,9220,,"Great Escape River Falls Stadium 12","951 Lewis ",Clarksville,IN,47129,18.49,-85.761724,38.32284,"Regal Cinemas",STANDARD
4868,10166,,KentuckyShow!,"501 W. Main St.",Louisville,KY,40202,22.98,-85.762665,38.25766,"Independent Chains",STANDARD
2038,2719,,"Ohio Theatre","105 E. Main St.",Madison,IN,47250,31.65,-85.379869,38.736407,"Independent Chains",STANDARD
3649,2378,,"Great Escape 16","300 Professional Ct,  Suite 100","New Albany",IN,47150,34.58,-85.792086,38.351257,"Regal Cinemas",STANDARD
5149,10555,,"Floyd Theater","2100 S Floyd St.",Louisville,KY,40208,25.74,-85.755251,38.217918,"Independent Chains",STANDARD
3695,6011,,"Preston Crossings 16","9700 Preston Crossing Blvd.",Okolona,KY,40229,33.8,-85.671596,38.108265,Cinemark,STANDARD
5111,10511,,"Keystone Cinemas - Mount Washington","220 Armstrong Ln.","Mount Washington",KY,40047,34.54,-85.5712,38.0362,"Independent Chains",STANDARD
6052,6052,,"Madison 6 Theater","744 Jefferson Court",Madison,IN,47250,28.6,-85.403,38.777,"Independent Chains",STANDARD
1901,6406,,"Chakeres Franklin Square 6","161 Franklin Square Shopping Center",Frankfort,KY,40604,33.4,-84.896314,38.167766,"Republic Theaters",STANDARD
3065,6532,,"Keystone Cinemas - Bardstown","2725 E. John Rowan Blvd.",Bardstown,KY,40004,32.42,-85.4283,37.8103,"Independent Chains",STANDARD
1859,2107,,"Movie Palace","1231 Woodland Drive",Elizabethtown,KY,42701,13.8,-85.881876,37.719613,"Republic Theaters",STANDARD
3284,1549,,"Showtime Cinemas - Radcliff","Radcliff Plaza",Radcliff,KY,40160,33.58,-85.954062,37.857018,"Republic Theaters",STANDARD
3002,2911,,"Corydon Cinemas","2025 Edsel Lane NW",Corydon,IN,47112,34.04,-86.135,38.2304,"Independent Chains",STANDARD
3282,1955,,"Green River Cinema 6","730 Campbellsville Blvd.",Campbellsville,KY,42718,30.87,-85.37101,37.347318,"Independent Chains",STANDARD
5157,10563,,"Danville Cinemas 8","1001 Ben Ali Dr",Danville,KY,40422,29.51,-84.805426,37.650648,"Independent Chains",STANDARD
5831,11240,,"Damm Theatre","117 N Buckeye",Osgood,IN,47037,15.16,-85.291936,39.129644,"Independent Chains",STANDARD
2758,3099,,"REGAL SEYMOUR STADIUM 8","357 Tanger Blvd Ste 401",Seymour,IN,47274,28.64,-85.840533,38.963224,"Regal Cinemas",STANDARD
2774,7487,,"Theatres of Georgetown","401 Outlet Center Dr.",Georgetown,KY,40324,32.06,-84.5389,38.2199,"Independent Chains",STANDARD
4219,5228,,"Cinemark Fayette Mall","3800 Mall Rd.",Lexington,KY,40503,30.34,-84.530582,37.983691,Cinemark,STANDARD
5749,11191,,"Movie Tavern Brannon Crossing","150 Langley Drive",Nicholasville,KY,40356,32.24,-84.5563,37.9183,"Movie Tavern",STANDARD
2775,2760,,"Kentucky Theatre","214 E. Main Street",Lexington,KY,40507,25.72,-84.49509,38.044437,"Independent Chains",STANDARD
1359,6852,,"Cinemark Movies 10 Lexington","425 Codell Drive",Lexington,KY,40509,26.37,-84.452808,38.02042,Cinemark,STANDARD
5520,10946,,"Lancaster Grand Theatre","117 Lexington St",Lancaster,KY,40444,23.21,-84.578588,37.620271,"Independent Chains",STANDARD
3277,1733,,"Tell City Twin","120 Hwy 66 East","Tell City",IN,47586,16.48,-86.755699,37.9347,"Independent Chains",STANDARD
2206,7153,,"Carmike 10 Lexington","3151 Mapleleaf Drive",Lexington,KY,40509,26.82,-84.424208,38.006431,"Carmike Cinemas",STANDARD
4611,9784,,"Cinemark Theatres at Richmond Centre","2103 Lantern Ridge Drive",Richmond,KY,40475,21.99,-84.327815,37.73665,Cinemark,STANDARD
2863,7268,,"Regal Hamburg Pavilion Stadium 16","1949 Star Shoot Pkwy",Lexington,KY,40509,25.53,-84.420168,38.025005,"Regal Cinemas",STANDARD
1793,3125,,"Movies 9","40 Winchester Plaza",Winchester,KY,40391,26,-84.211482,38.008751,"Malco Theatre",STANDARD
4740,9963,,"Morehead Cinema 6","200 Newton Square",Morehead,KY,40351,24.09,-83.422302,38.191101,"Independent Chains",STANDARD
3416,1962,,"Tenth Frame Cinemas","930 Camargo Rd.","Mount Sterling",KY,40353,33.76,-83.941002,38.049702,"Independent Chains",STANDARD
4525,9649,,"Rave Motion Pictures Florence 14","7860 Mall Rd.",Florence,KY,41042,20.61,-84.647292,38.993465,Cinemark,STANDARD
1874,2034,,"Regency Cinema 8","1808 Highway 192 West",London,KY,40741,28.67,-84.095256,37.109682,"Independent Chains",STANDARD
1868,1827,,"Fugate's Cinema","197 Entertainment Dr.",Hazard,KY,41701,27.21,-83.2455,37.310542,"Independent Chains",STANDARD
1082,235,,"Parkland Theatre","6550 Parkland Avenue",Cincinnati,OH,45233,12.35,-84.690435,39.1122,"Independent Chains",STANDARD
5554,10999,,"Greendale Cinema","1605 Flossie Dr.",Greendale,IN,47025,30.84,-84.8407,39.1279,"Independent Chains",STANDARD
273,8534,,"Rave Motion Pictures Western Hills 14","5870 Harrison Ave.",Cincinnati,OH,45248,11.25,-84.63982,39.176209,Cinemark,STANDARD
1080,2980,,"Esquire 6 Theatre","320 Ludlow Avenue",Cincinnati,OH,45220,17.95,-84.520267,39.143696,"Independent Chains",STANDARD
3129,6078,,"Great Escape Wilder 14","103 Crossing Dr",Wilder,KY,41076,24.54,-84.484509,39.018251,"Regal Cinemas",STANDARD
3418,6756,665,"AMC Newport On The Levee  20","One Levee Way Suite 4100",Newport,KY,41071,20.79,-84.4962,39.094,"AMC Theatres",STANDARD
5622,11084,,"Xscape 14 Northgate","9471 Colerain Ave.",Cincinnati,OH,45251,12.09,-84.595,39.2436,"Independent Chains",STANDARD
5366,10803,,"Cinemark Oakley Station","3025 Disney St.",Cincinnati,OH,45209,21.95,-84.4303,39.1611,Cinemark,STANDARD
274,6939,,"Springdale 18: Cinema De Lux","12064 Springfield Pike",Springdale,OH,45246,18.15,-84.484497,39.299,"National Amusements",STANDARD
1081,2803,,"Mariemont 3 Theatre","6906 Wooster Pike",Cincinnati,OH,45227,25.14,-84.3744,39.1451,"Independent Chains",STANDARD
6051,11455,,"Carmike  Anderson Township Ovation Cinema Grill 9","7490 Beechmont Ave","Anderson Township",OH,45230,28.27,-84.348709,39.075984,"Carmike Cinemas",STANDARD
4994,10363,,"Kenwood Theatre","7815 Kenwood Rd",Cincinnati,OH,45236,23.84,-84.380777,39.202579,"Independent Chains",STANDARD
560,7166,6352,"AMC Showplace Hamilton 8","1453 Main St.",Hamilton,OH,45013,33.92,-84.596261,39.423925,"AMC Theatres",STANDARD
5287,10721,467,"AMC West Chester 18","9415 Civic Center Blvd.","West Chester",OH,45069,21.73,-84.420887,39.319035,"AMC Theatres",STANDARD
5849,11261,,"Envision Grille","4780 Cornell Road",Cincinnati,OH,45241,23.9,-84.37338,39.270358,"Independent Chains",STANDARD
3101,8097,,"Rave Cinemas Milford 16","500 Rivers Edge",Milford,OH,45150,30.05,-84.273399,39.1614,Cinemark,STANDARD
5912,11336,,"Eastgate Brew and View","4450 Eastgate Square Dr",Cincinnati,OH,45245,32.26,-84.257069,39.093996,"Independent Chains",STANDARD
4562,9704,,"Pierce Point Cinema 10","1255 West Ohio Pike",Amelia,OH,45102,33.98,-84.248394,39.04694,"GHTC Theatres",STANDARD
5783,11223,," Cobb Liberty Luxury 15","7514 Bales Street","Liberty Township",OH,45069,25.07,-84.374237,39.372834,"Cobb Theatres",STANDARD
4369,9400,,"Regal Deerfield Town Center Stadium 16","5500 Deerfield Blvd",Mason,OH,45040,26.99,-84.319274,39.308951,"Regal Cinemas",STANDARD
2854,1531,,"Blanchester Showplace Cinemas","115 E. Main St.",Blanchester,OH,45107,30.42,-83.9881,39.2933,"Independent Chains",STANDARD
1854,5732,,"Carmike 4 - Maysville","1579 US Highway 68",Maysville,KY,41056,22.74,-83.798148,38.631824,"Carmike Cinemas",STANDARD
2132,3052,,"Colony 7 Cinemas","726 E. Main St.",Lebanon,OH,45036,23.33,-84.193604,39.432301,"Independent Chains",STANDARD
535,3133,,"Danbarry Cinemas Middletown","3479 Dixie Hwy",Middletown,OH,45005,32.06,-84.337728,39.495981,"Danbarry Cinemas",STANDARD
3525,4183,,"Cinemark at Paducah","5159 Hinkleville Rd.",Paducah,KY,42001,26.82,-88.690958,37.081069,Cinemark,STANDARD
5976,11412,,"AMC Academy 8","6198 Greenbelt Road",Greenbelt,MD,20770,22.83,-89.589959,36.858772,"AMC Theatres",STANDARD
5971,11407,,"Moviehouse Eatery LLC","8450 SH 121",McKinney,TX,75070,22.83,-89.589959,36.858772,"Independent Chains",STANDARD
5926,11357,,"Malco Sikeston Cinema","1218 Cinema Drive",Sikeston,MO,63801,22.83,-89.589959,36.858772,"Malco Theatre",STANDARD
1498,6486,,"Wehrenberg Cape West 14 Cine","247 Siemers Dr.","Cape Girardeau",MO,63701,28.62,-89.583399,37.298075,"Wehrenberg Theatres",STANDARD
3572,2130,,"Capitol 8 Theatre","455 Madison Square Drive",Madisonville,KY,42431,10.92,-87.476063,37.318236,"Carmike Cinemas",STANDARD
1892,3049,,"Marquee Highland Cinemas","1628 Happy Valley Road",Glasgow,KY,42141,34.34,-85.934549,37.024339,"Marquee Cinemas",STANDARD
2522,2843,,"Cinema 4 Theatres Central City","105 N. First Street","Central City",KY,42330,16.06,-87.125093,37.293405,"Independent Chains",STANDARD
1473,7631,,"Malco Cinema 16","5333 Frederica St.",Owensboro,KY,42303,29.22,-87.123427,37.714211,"Malco Theatre",STANDARD
1731,3123,,"Showplace Newburgh 7","8099 Bell Oaks Dr.",Newburgh,IN,47630,7.76,-87.397676,37.974476,"Independent Chains",STANDARD
2037,3050,,"Showplace Cinema South","950 South Hebron Ave.",Evansville,IN,47714,34.37,-87.49461,37.964104,"Independent Chains",STANDARD
1912,3238,,"Showplace Cinema East","1801 Morgan Center Drive",Evansville,IN,47715,34.6,-87.4959,37.9924,"Independent Chains",STANDARD
4997,10366,,"Showplace Henderson","406 Walker Drive",Henderson,KY,42420,30.14,-87.568674,37.86852,"Independent Chains",STANDARD
1913,3127,,"Showplace Cinema North","4200 North Third Ave.",Evansville,IN,47710,30.58,-87.57847,38.016372,"Independent Chains",STANDARD
2509,5938,6261,"AMC Evansville 16","5600 Pearl Dr.",Evansville,IN,47712,26.47,-87.643163,37.972949,"AMC Theatres",STANDARD
971,2800,,"Strand Theatre I, II, III","28 East Winter Street",Delaware,OH,43015,31.86,-83.06649,40.300062,"Independent Chains",STANDARD
5164,10571,,"Marion Centre Cinemas","1509 Marion-Waldo Rd.",Marion,OH,43302,33.86,-83.119499,40.563,"Independent Chains",STANDARD
4141,2410,,"Polaris 18","1071 Gemini Place",Columbus,OH,43240,23.35,-82.986386,40.146832,Cinemark,STANDARD
1479,5799,,"Marcus Crosswoods Center","200 Hutchinson Avenue",Columbus,OH,43235,34.5,-83.009627,40.11448,"Marcus Theaters",STANDARD
3708,2137,,"The Screens at the Continent","6360 Busch Blvd.",Columbus,OH,43229,34.83,-82.992414,40.094228,"Independent Chains",STANDARD
208,6677,377,"AMC Dublin Village 18","6700 Village Parkway",Dublin,OH,43017,30,-83.097496,40.105452,"AMC Theatres",STANDARD
2553,5287,385,"AMC Easton Town Center 30","275 Easton Town Ctr",Columbus,OH,43219,28.73,-82.914821,40.050624,"AMC Theatres",STANDARD
948,8950,,"Cinemark Stoneridge Plaza Movies 16","323 Stoneridge Lane",Gahanna,OH,43230,28.33,-82.867126,40.051634,Cinemark,STANDARD
941,5242,,"Cinemark Carriage Place Movies 12","2570 Bethel Road",Columbus,OH,43220,29.45,-83.0877,40.0648,Cinemark,STANDARD
972,2433,,"Studio 35 Cinema","3055 Indianola Avenue",Columbus,OH,43202,33.04,-83.001577,40.026044,"Independent Chains",STANDARD
4284,2077,,"The Gateway Film Center","1550 North High Street",Columbus,OH,43201,32.38,-83.00626,39.993908,"Independent Chains",STANDARD
275,6678,383,"AMC Lennox Town Center 24","777 Kinnear Rd.",Columbus,OH,43212,31.28,-83.027761,39.996068,"AMC Theatres",STANDARD
961,2431,,"Grandview Theatre","1247 Grandview Avenue",Columbus,OH,43212,30.24,-83.044997,39.983073,"Independent Chains",STANDARD
942,3139,,"Starplex Cinemas 10","5275 Westpointe Plaza Drive",Columbus,OH,43228,34.23,-83.149005,39.982794,"Starplex Cinemas",STANDARD
973,5798,,"Marcus Cinemas - Pickerington","1776 Hill Road N",Pickerington,OH,43147,32.62,-82.784214,39.927117,"Marcus Theaters",STANDARD
847,8882,,"Regal Georgesville Square Stadium 16","1800 Georgesville Square Drive",Columbus,OH,43228,26.19,-83.115874,39.917295,"Regal Cinemas",STANDARD
3155,2044,,"UEC Premier Theatre Mt. Vernon","11535 Upper Gilchrist Rd.","Mount Vernon",OH,43050,25.19,-82.438188,40.400793,"UEC Theatres",STANDARD
3891,4197,,"Cinemark 14 Mansfield Town Center","2355 Walker Lake Rd.",Mansfield,OH,44903,4.5,-82.599338,40.785086,Cinemark,STANDARD
5892,11313,,"AMC Indian Mound 9","771 S. 30th Street",Heath,OH,43056,23.91,-82.447379,40.03186,"AMC Theatres",STANDARD
4238,5243,,"Cinemark Colony Square","3575 Maple Ave",Zanesville,OH,43701,33.75,-82.028282,39.986839,Cinemark,STANDARD
4694,9904,,"Shelby Theatres","460 Downtowner Plaza",Coshocton,OH,43812,31.28,-81.8692,40.27,"Independent Chains",STANDARD
1895,3949,,"Chakeres Bellefontaine Cinema 8","888 East Sandusky St",Bellefontaine,OH,43311,24.26,-83.737214,40.364834,"Chakeres Theatres",STANDARD
5763,11205,,"London State Theatre","67 South Main Street",London,OH,43140,18.32,-83.447436,39.884889,"Independent Chains",STANDARD
1906,3152,,"Chakeres Cinema 10","3115 East National Road",Springfield,OH,45505,1.64,-83.759224,39.92256,"Chakeres Theatres",STANDARD
5545,10985,,"Cinemark River Valley Mall and XD","1611 River Valley Circle S",Lancaster,OH,43130,34.37,-82.6281,39.7302,Cinemark,STANDARD
5285,10719,466,"AMC Grove City 14","4218 Buckeye Pky.","Grove City",OH,43123,30.51,-83.037565,39.873817,"AMC Theatres",STANDARD
1942,3089,,"Star Cinema 8-Grove City","2384 Stringtown Rd.","Grove City",OH,43123,29.01,-83.064858,39.882221,"Independent Chains",STANDARD
1298,3899,,"Chakeres Upper Valley 5","1475 Upper Valley Pike",Springfield,OH,45504,3.88,-83.853745,39.947553,"Chakeres Theatres",STANDARD
1300,2488,,"Little Art Theatre","247 Xenia Ave","Yellow Springs",OH,45387,9.52,-83.889211,39.805119,"Independent Chains",STANDARD
2035,2509,,"Elder Theatre","106 W. Pike St.","Jackson Center",OH,45334,33.32,-84.040609,40.439867,"Independent Chains",STANDARD
2556,7479,,"Movies 5 - Troy","916 N. Market St.",Troy,OH,45373,34.8,-84.194729,40.050705,"Independent Chains",STANDARD
4617,9791,,"Cinemark at Miami Valley Centre","1020 Garbry Road",Piqua,OH,45356,32.21,-84.219741,40.146231,Cinemark,STANDARD
288,8536,,"Rave Motion Pictures Huber Heights 16","7737 Wayne Town Boulevard","Huber Heights",OH,45424,19.05,-84.142601,39.867199,Cinemark,STANDARD
2582,8306,,"Regal Hollywood Stadium 20  Fairfield Commons","2651 Fairfield Commons",Beavercreek,OH,45431,17.89,-84.058928,39.763787,"Regal Cinemas",STANDARD
1299,2487,,"Englewood Cinema","320 W. National Road",Englewood,OH,45322,30.28,-84.307569,39.875506,"Independent Chains",STANDARD
1301,2701,,"Neon Movies","130 E. 5th Street",Dayton,OH,45402,23.93,-84.18797,39.757109,"Independent Chains",STANDARD
4337,9317,,"The Greene: Rave Digital Projection","4489 Glengarry Drive",Beavercreek,OH,45440,22.79,-84.102097,39.693501,Cinemark,STANDARD
3692,2650,,"Lock One Theatre","8 West Monroe Street","New Bremen",OH,45869,31.04,-84.380943,40.436999,"Independent Chains",STANDARD
2788,1944,,"Star Cinema - Hillsboro","211 Harry Sauner Rd",Hillsboro,OH,45133,19.93,-83.614165,39.227102,"Independent Chains",STANDARD
4184,5238,,"Cinemark Tiffin Mall 8","870 West Market Street",Tiffin,OH,44883,17.05,-83.212382,41.112004,Cinemark,STANDARD
4129,4772,,"Carmike 12 Findlay","906 Interstate Drive",Findlay,OH,45840,24.68,-83.667398,41.064841,"Carmike Cinemas",STANDARD
2686,5070,,"Paramount Cinema","301 South Front Street",Fremont,OH,43420,32.13,-83.113447,41.344224,"Independent Chains",STANDARD
1992,2507,,"Ada Theatre","215 S Main St",Ada,OH,45810,17.85,-83.823097,40.768902,"Independent Chains",STANDARD
